product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
787,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",104.65,34.71,beauty,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,356,Fuscia,medium,5.4,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,2014-06-13,3.5,140,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,3.9,955,express,17.54
788,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",470.6,32.12,toys,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,309,Red,small,7.8,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,2020-05-30,2.1,9,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,4.9,448,express,0.05
789,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",103.78,15.72,home decor,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,188,Puce,extra large,7.1,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2015-11-02,3.8,425,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,4.6,498,standard,38.58
790,tincidunt eu felis fusce posuere felis sed lacus morbi sem,Nulla mollis molestie lorem. Quisque ut erat.,450.19,45.43,toys,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,851,Maroon,small,2.3,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,2017-01-28,3.8,63,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,2.9,807,free,21.18
791,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",516.06,16.67,toys,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,924,Yellow,large,8.5,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2022-08-27,2.7,223,eget nunc donec quis orci eget orci vehicula condimentum curabitur in,3.7,407,express,32.9
792,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",107.21,15.86,home decor,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,854,Violet,small,6.6,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,2015-09-06,2.0,632,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,2.5,119,express,9.9
793,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",943.18,4.95,toys,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,663,Red,extra large,1.4,libero quis orci nullam molestie nibh in lectus pellentesque at,2020-06-01,1.1,74,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,1.5,386,free,6.2
794,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,204.24,26.2,beauty,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,549,Green,medium,1.8,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2018-12-10,3.2,53,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,2.1,839,express,8.3
795,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,Proin eu mi. Nulla ac enim.,769.54,49.11,home decor,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,178,Goldenrod,medium,8.7,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,2017-10-27,1.9,254,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,4.2,92,standard,4.34
796,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,357.03,0.46,electronics,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,776,Blue,medium,1.2,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,2020-11-13,3.2,234,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,2.0,768,express,12.57
797,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",854.31,37.46,toys,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,210,Indigo,large,0.4,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,2022-06-07,4.5,43,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,1.4,846,express,37.63
798,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",954.69,41.3,electronics,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,638,Red,small,0.4,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,2020-05-08,4.5,334,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,4.8,528,free,9.22
799,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",837.95,32.84,electronics,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,301,Khaki,small,4.0,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,2010-12-14,1.2,508,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,3.4,6,free,26.77
800,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",206.1,15.11,electronics,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,128,Turquoise,small,7.6,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,2015-05-22,4.3,316,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,4.0,973,free,31.06
801,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,Suspendisse potenti. In eleifend quam a odio.,474.1,32.37,electronics,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,249,Puce,extra large,7.1,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2017-08-05,1.0,517,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,2.7,929,standard,24.59
802,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",320.45,43.73,clothing,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,96,Goldenrod,large,0.6,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,2010-03-29,3.8,433,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,4.9,24,standard,37.27
803,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",98.23,41.27,electronics,lacus at turpis donec posuere metus vitae ipsum aliquam non,365,Blue,medium,6.6,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,2013-04-13,1.3,851,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,4.4,990,express,19.85
804,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",475.35,47.16,electronics,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,831,Maroon,extra large,8.5,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,2020-06-17,1.8,261,amet lobortis sapien sapien non mi integer ac neque duis bibendum,4.7,985,free,2.38
805,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",893.45,44.29,electronics,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,759,Purple,small,0.8,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,2014-11-18,4.1,170,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,2.2,163,express,30.2
806,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,971.45,46.09,toys,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,518,Purple,large,0.2,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,2017-11-24,4.8,519,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,1.5,434,standard,32.74
807,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",256.01,38.08,electronics,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,535,Violet,small,4.6,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2017-07-21,4.8,56,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,2.7,452,free,7.67
808,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",904.61,46.19,home decor,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,339,Fuscia,large,4.7,aliquam sit amet diam in magna bibendum imperdiet nullam orci,2015-09-23,3.3,928,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,2.3,883,free,10.4
809,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",601.33,36.44,toys,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,584,Mauv,extra large,3.0,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,2020-02-20,4.0,699,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,1.4,246,free,17.33
810,magna at nunc commodo placerat praesent blandit nam nulla integer,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,145.69,12.72,home decor,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,926,Khaki,medium,1.6,lectus in est risus auctor sed tristique in tempus sit,2017-05-22,4.9,723,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,1.9,405,express,46.26
811,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",545.15,31.92,electronics,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,309,Orange,large,9.2,sem praesent id massa id nisl venenatis lacinia aenean sit,2020-09-08,1.6,537,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,3.4,713,free,38.93
812,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,525.31,25.68,beauty,ultricies eu nibh quisque id justo sit amet sapien dignissim,279,Aquamarine,medium,3.0,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,2022-12-07,3.8,306,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,4.7,617,express,44.87
813,sapien sapien non mi integer ac neque duis bibendum morbi,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",872.67,34.95,beauty,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,234,Mauv,large,1.5,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,2018-02-03,2.9,15,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,3.0,659,free,29.29
814,quam nec dui luctus rutrum nulla tellus in sagittis dui vel,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",319.08,14.69,beauty,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,511,Indigo,large,2.0,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,2017-08-05,4.1,700,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,4.7,862,standard,22.28
815,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",72.24,15.8,toys,magna bibendum imperdiet nullam orci pede venenatis non sodales sed,158,Purple,extra large,10.0,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,2012-07-27,1.1,312,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,4.5,277,express,10.21
816,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",44.27,49.23,beauty,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,172,Teal,medium,2.3,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,2010-12-05,1.4,471,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,1.5,765,express,1.81
817,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",647.26,37.37,home decor,sit amet cursus id turpis integer aliquet massa id lobortis,128,Crimson,medium,4.9,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,2013-06-12,4.0,879,sit amet eleifend pede libero quis orci nullam molestie nibh,1.5,644,express,48.34
818,in consequat ut nulla sed accumsan felis ut at dolor quis odio,In eleifend quam a odio. In hac habitasse platea dictumst.,357.57,37.31,home decor,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,415,Goldenrod,large,1.0,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2010-01-09,1.3,365,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,3.9,373,free,44.58
819,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",32.3,47.02,home decor,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,293,Mauv,large,0.6,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,2016-06-06,1.9,544,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,3.8,547,standard,33.97
820,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,882.62,17.75,clothing,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,88,Blue,extra large,8.5,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,2016-04-15,2.4,143,amet lobortis sapien sapien non mi integer ac neque duis,3.3,485,free,6.64
821,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",410.19,35.48,electronics,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,686,Crimson,small,0.8,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,2016-01-24,3.3,605,amet diam in magna bibendum imperdiet nullam orci pede venenatis,4.4,411,express,24.1
822,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",106.67,12.37,toys,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,704,Goldenrod,medium,8.2,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2010-11-14,3.7,255,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,4.1,353,express,31.74
823,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",133.17,15.42,clothing,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,112,Pink,small,4.3,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,2016-02-24,3.6,914,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,2.5,487,free,12.42
824,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",160.92,7.65,home decor,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,156,Orange,extra large,2.9,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,2022-12-05,4.6,94,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,4.7,737,free,40.2
825,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",73.63,16.14,clothing,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,980,Violet,large,6.7,consequat morbi a ipsum integer a nibh in quis justo maecenas,2012-08-28,4.5,966,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,4.5,794,standard,47.74
826,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,224.08,21.49,electronics,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,500,Yellow,extra large,6.6,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,2016-10-09,2.6,396,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,2.3,507,free,1.05
